2019-05-04 18:09:49,21.0,56.0
2019-05-04 18:09:56,21.0,57.0
2019-05-04 18:10:03,21.0,57.0
2019-05-04 18:10:10,21.0,57.0
2019-05-04 18:10:17,21.0,57.0
2019-05-04 18:10:27,21.0,57.0
2019-05-04 18:10:34,21.0,57.0
2019-05-04 18:10:41,21.0,57.0
2019-05-04 18:10:47,21.0,57.0
2019-05-04 18:10:54,21.0,57.0
2019-05-04 18:11:06,21.0,57.0
2019-05-04 18:11:13,21.0,57.0
2019-05-04 18:11:20,21.0,57.0
2019-05-04 18:11:27,21.0,57.0
2019-05-04 18:11:33,21.0,57.0
2019-05-04 18:11:40,21.0,57.0
2019-05-04 18:11:47,21.0,57.0
2019-05-04 18:11:54,21.0,57.0
2019-05-04 18:12:01,21.0,57.0
2019-05-04 18:12:09,21.0,57.0
2019-05-04 18:12:15,21.0,57.0
2019-05-04 18:12:22,21.0,57.0
2019-05-04 18:12:29,21.0,57.0
2019-05-04 18:12:36,21.0,57.0
2019-05-04 18:12:43,21.0,57.0
2019-05-04 18:12:49,21.0,57.0
2019-05-04 18:12:59,21.0,57.0
2019-05-04 18:13:06,21.0,57.0
2019-05-04 18:13:16,21.0,57.0
2019-05-04 18:13:23,21.0,57.0
2019-05-04 18:13:29,21.0,57.0
2019-05-04 18:13:36,21.0,57.0
2019-05-04 18:13:43,21.0,57.0
2019-05-04 18:13:50,21.0,57.0
2019-05-04 18:13:57,21.0,57.0
2019-05-04 18:14:03,21.0,57.0
2019-05-04 18:14:10,21.0,57.0
2019-05-04 18:14:17,21.0,57.0
2019-05-04 18:14:24,21.0,57.0
2019-05-04 18:14:31,21.0,57.0
2019-05-04 18:14:38,21.0,57.0
2019-05-04 18:14:44,21.0,57.0
2019-05-04 18:14:51,21.0,57.0
2019-05-04 18:15:01,21.0,56.0
2019-05-04 18:15:10,21.0,57.0
2019-05-04 18:15:17,21.0,56.0
2019-05-04 18:15:24,21.0,56.0
2019-05-04 18:15:31,21.0,55.0
2019-05-04 18:15:38,21.0,55.0
2019-05-04 18:15:44,21.0,56.0
2019-05-04 18:15:51,21.0,56.0
2019-05-04 18:15:58,21.0,55.0
2019-05-04 18:16:09,21.0,55.0
2019-05-04 18:16:16,21.0,55.0
2019-05-04 18:16:23,21.0,55.0
2019-05-04 18:16:32,21.0,55.0
2019-05-04 18:16:39,21.0,55.0
2019-05-04 18:16:46,21.0,55.0
2019-05-04 18:16:53,21.0,55.0
2019-05-04 18:17:00,21.0,55.0
2019-05-04 18:17:07,21.0,55.0
2019-05-04 18:17:17,21.0,55.0
2019-05-04 18:17:24,21.0,55.0
2019-05-04 18:17:30,21.0,55.0
2019-05-04 18:17:37,21.0,55.0
2019-05-04 18:17:44,21.0,55.0
2019-05-04 18:17:53,21.0,55.0
2019-05-04 18:18:00,21.0,55.0
2019-05-06 10:34:05,23.0,54.0
2019-05-06 10:34:13,23.0,54.0
